Counties,Populations,FIPS,Dates,Weeks,Values,Grades
Angelina,90437,48005,08-08-2020,6,23.536510814947736,>21
Angelina,90437,48005,08-09-2020,7,23.536510814947736,>21
Angelina,90437,48005,08-10-2020,1,23.536510814947736,>21
Angelina,90437,48005,08-11-2020,2,13.110942266044713,>10
Angelina,90437,48005,08-12-2020,3,18.007800220832497,>15
Angelina,90437,48005,08-13-2020,4,15.796315983186402,>15
Angelina,90437,48005,08-14-2020,5,16.112242302850127,>15
Angelina,90437,48005,08-15-2020,6,17.37594758150504,>15
Angelina,90437,48005,08-16-2020,7,17.37594758150504,>15
Angelina,90437,48005,08-17-2020,1,17.37594758150504,>15
Angelina,90437,48005,08-18-2020,2,16.112242302850127,>15
Angelina,90437,48005,08-19-2020,3,9.635752749743704,>5
Angelina,90437,48005,08-20-2020,4,13.268905425876577,>10
Angelina,90437,48005,08-21-2020,5,8.68797379075252,>5
Angelina,90437,48005,08-22-2020,6,7.424268512097608,>5
Angelina,90437,48005,08-23-2020,7,9.161863270248114,>5
Angelina,90437,48005,08-24-2020,1,9.161863270248114,>5
Angelina,90437,48005,08-25-2020,2,6.002600073610833,>5
Angelina,90437,48005,08-26-2020,3,6.002600073610833,>5
Angelina,90437,48005,08-27-2020,4,2.36944739747796,>0
Angelina,90437,48005,08-28-2020,5,7.740194831761337,>5
Angelina,90437,48005,08-29-2020,6,7.740194831761337,>5
Angelina,90437,48005,08-30-2020,7,6.002600073610833,>5
Angelina,90437,48005,08-31-2020,1,6.476489553106424,>5
Angelina,90437,48005,09-01-2020,2,7.108342192433881,>5
Angelina,90437,48005,09-02-2020,3,7.108342192433881,>5
Angelina,90437,48005,09-03-2020,4,7.108342192433881,>5
Angelina,90437,48005,09-04-2020,5,1.737594758150504,>0
Angelina,90437,48005,09-05-2020,6,1.737594758150504,>0
Angelina,90437,48005,09-06-2020,7,1.737594758150504,>0
Angelina,90437,48005,09-07-2020,1,1.2637052786549121,>0
Angelina,90437,48005,09-08-2020,2,0.0,none
Angelina,90437,48005,09-09-2020,3,5.0548211146196484,>5
Angelina,90437,48005,09-10-2020,4,5.0548211146196484,>5
Angelina,90437,48005,09-11-2020,5,9.319826430079978,>5
Angelina,90437,48005,09-12-2020,6,9.319826430079978,>5
Angelina,90437,48005,09-13-2020,7,9.319826430079978,>5
Angelina,90437,48005,09-14-2020,1,9.319826430079978,>5
Angelina,90437,48005,09-15-2020,2,9.319826430079978,>5
Angelina,90437,48005,09-16-2020,3,4.2650053154603285,>0
Angelina,90437,48005,09-17-2020,4,7.740194831761337,>5
Angelina,90437,48005,09-18-2020,5,6.476489553106424,>5
Angelina,90437,48005,09-19-2020,6,6.476489553106424,>5
Angelina,90437,48005,09-20-2020,7,6.476489553106424,>5
Angelina,90437,48005,09-21-2020,1,6.476489553106424,>5
Angelina,90437,48005,09-22-2020,2,7.582231671929472,>5
Angelina,90437,48005,09-23-2020,3,7.582231671929472,>5
Angelina,90437,48005,09-24-2020,4,4.107042155628465,>0
Angelina,90437,48005,09-25-2020,5,4.896857954787785,>0
Angelina,90437,48005,09-26-2020,6,4.896857954787785,>0
Angelina,90437,48005,09-27-2020,7,4.896857954787785,>0
Angelina,90437,48005,09-28-2020,1,4.896857954787785,>0
Angelina,90437,48005,09-29-2020,2,5.212784274451512,>5
Angelina,90437,48005,09-30-2020,3,6.792415872770153,>5
Angelina,90437,48005,10-01-2020,4,6.792415872770153,>5
Angelina,90437,48005,10-02-2020,5,7.108342192433881,>5
Angelina,90437,48005,10-03-2020,6,7.108342192433881,>5
Angelina,90437,48005,10-04-2020,7,7.108342192433881,>5
Angelina,90437,48005,10-05-2020,1,7.108342192433881,>5
Angelina,90437,48005,10-06-2020,2,8.21408431125693,>5
Angelina,90437,48005,10-07-2020,3,6.634452712938288,>5
Angelina,90437,48005,10-08-2020,4,6.634452712938288,>5
Angelina,90437,48005,10-09-2020,5,2.5274105573098242,>0
Angelina,90437,48005,10-10-2020,6,3.9490789957966004,>0
Angelina,90437,48005,10-11-2020,7,3.9490789957966004,>0
Angelina,90437,48005,10-12-2020,1,3.9490789957966004,>0
Angelina,90437,48005,10-13-2020,2,2.5274105573098242,>0
Angelina,90437,48005,10-14-2020,3,2.5274105573098242,>0
Angelina,90437,48005,10-15-2020,4,2.5274105573098242,>0
Angelina,90437,48005,10-16-2020,5,7.266305352265745,>5
Angelina,90437,48005,10-17-2020,6,5.844636913778968,>5
Angelina,90437,48005,10-18-2020,7,5.844636913778968,>5
Angelina,90437,48005,10-19-2020,1,5.844636913778968,>5
Angelina,90437,48005,10-20-2020,2,4.73889479495592,>0
Angelina,90437,48005,10-21-2020,3,8.845936950584385,>5
Angelina,90437,48005,10-22-2020,4,8.845936950584385,>5
Angelina,90437,48005,10-23-2020,5,4.107042155628465,>0
Angelina,90437,48005,10-24-2020,6,4.107042155628465,>0
Angelina,90437,48005,10-25-2020,7,4.107042155628465,>0
Angelina,90437,48005,10-26-2020,1,4.107042155628465,>0
Angelina,90437,48005,10-27-2020,2,8.372047471088793,>5
Angelina,90437,48005,10-28-2020,3,4.2650053154603285,>0
Angelina,90437,48005,10-29-2020,4,6.318526393274561,>5
Angelina,90437,48005,10-30-2020,5,6.318526393274561,>5
Angelina,90437,48005,10-31-2020,6,6.318526393274561,>5
Angelina,90437,48005,11-01-2020,7,6.318526393274561,>5
Angelina,90437,48005,11-02-2020,1,6.318526393274561,>5
Angelina,90437,48005,11-03-2020,2,3.475189516301008,>0
Angelina,90437,48005,11-04-2020,3,3.475189516301008,>0
Angelina,90437,48005,11-05-2020,4,4.107042155628465,>0
Angelina,90437,48005,11-06-2020,5,4.107042155628465,>0
Angelina,90437,48005,11-07-2020,6,4.107042155628465,>0
Angelina,90437,48005,11-08-2020,7,4.107042155628465,>0
Angelina,90437,48005,11-09-2020,1,4.107042155628465,>0
Angelina,90437,48005,11-10-2020,2,6.792415872770153,>5
Angelina,90437,48005,11-11-2020,3,8.530010630920657,>5
Angelina,90437,48005,11-12-2020,4,9.79371590957557,>5
Angelina,90437,48005,11-13-2020,5,9.79371590957557,>5
Angelina,90437,48005,11-14-2020,6,9.79371590957557,>5
Angelina,90437,48005,11-15-2020,7,9.79371590957557,>5
Angelina,90437,48005,11-16-2020,1,15.164463343858944,>15
Angelina,90437,48005,11-17-2020,2,12.163163307053528,>10
Angelina,90437,48005,11-18-2020,3,10.425568548903025,>10
Angelina,90437,48005,11-19-2020,4,14.53261070453149,>10
Angelina,90437,48005,11-20-2020,5,17.37594758150504,>15
Angelina,90437,48005,11-21-2020,6,17.37594758150504,>15
Angelina,90437,48005,11-22-2020,7,17.37594758150504,>15
Angelina,90437,48005,11-23-2020,1,12.005200147221666,>10
Angelina,90437,48005,11-24-2020,2,17.217984421673176,>15
Angelina,90437,48005,11-25-2020,3,22.272805536292825,>21
Angelina,90437,48005,11-26-2020,4,14.216684384867762,>10
Angelina,90437,48005,11-27-2020,5,11.37334750789421,>10
Angelina,90437,48005,11-28-2020,6,11.37334750789421,>10
Angelina,90437,48005,11-29-2020,7,11.37334750789421,>10
Angelina,90437,48005,11-30-2020,1,11.37334750789421,>10
Angelina,90437,48005,12-01-2020,2,13.584831745540306,>10
Angelina,90437,48005,12-02-2020,3,8.530010630920657,>5
Angelina,90437,48005,12-03-2020,4,11.531310667726073,>10
Angelina,90437,48005,12-04-2020,5,20.219284458478594,>15
Angelina,90437,48005,12-05-2020,6,20.219284458478594,>15
Angelina,90437,48005,12-06-2020,7,20.219284458478594,>15
Angelina,90437,48005,12-07-2020,1,20.219284458478594,>15
Angelina,90437,48005,12-08-2020,2,26.37984769192129,>21
Angelina,90437,48005,12-09-2020,3,26.37984769192129,>21
Angelina,90437,48005,12-10-2020,4,35.857637281833135,>28
Angelina,90437,48005,12-11-2020,5,27.169663491080613,>21
Angelina,90437,48005,12-12-2020,6,27.169663491080613,>21
Angelina,90437,48005,12-13-2020,7,48.49469006838225,>40
Angelina,90437,48005,12-14-2020,1,48.49469006838225,>40
Angelina,90437,48005,12-15-2020,2,37.43726888015177,>28
Angelina,90437,48005,12-16-2020,3,44.38764791275379,>40
Angelina,90437,48005,12-17-2020,4,32.69837408519585,>28
Angelina,90437,48005,12-18-2020,5,32.69837408519585,>28
Angelina,90437,48005,12-19-2020,6,50.07432166670089,>40
Angelina,90437,48005,12-20-2020,7,28.74929508939925,>28
Angelina,90437,48005,12-21-2020,1,28.74929508939925,>28
Angelina,90437,48005,12-22-2020,2,32.066521445868396,>28
Angelina,90437,48005,12-23-2020,3,25.116142413266378,>21
Angelina,90437,48005,12-24-2020,4,30.486889847549755,>28
Angelina,90437,48005,12-25-2020,5,40.59653207678905,>40
Angelina,90437,48005,12-26-2020,6,23.220584495284008,>21
Angelina,90437,48005,12-27-2020,7,23.220584495284008,>21
Angelina,90437,48005,12-28-2020,1,23.220584495284008,>21
Angelina,90437,48005,12-29-2020,2,16.270205462681993,>15
Angelina,90437,48005,12-30-2020,3,32.224484605700255,>28
Angelina,90437,48005,12-31-2020,4,38.70097415880668,>28
Angelina,90437,48005,01-01-2021,5,42.80801631443515,>40
Angelina,90437,48005,01-02-2021,6,42.80801631443515,>40
Angelina,90437,48005,01-03-2021,7,42.80801631443515,>40
Angelina,90437,48005,01-04-2021,1,42.80801631443515,>40
Angelina,90437,48005,01-05-2021,2,53.86543750266563,>40
Angelina,90437,48005,01-06-2021,3,37.91115835964736,>28
Angelina,90437,48005,01-07-2021,4,25.274105573098243,>21
Angelina,90437,48005,01-08-2021,5,26.537810851753154,>21
Angelina,90437,48005,01-09-2021,6,36.17356360149686,>28
Angelina,90437,48005,01-10-2021,7,36.17356360149686,>28
Angelina,90437,48005,01-11-2021,1,36.17356360149686,>28
Angelina,90437,48005,01-12-2021,2,25.116142413266378,>21
Angelina,90437,48005,01-13-2021,3,25.116142413266378,>21
Angelina,90437,48005,01-14-2021,4,50.548211146196486,>40
Angelina,90437,48005,01-15-2021,5,35.067821482673814,>28
Angelina,90437,48005,01-16-2021,6,25.432068732930105,>21
Angelina,90437,48005,01-17-2021,7,25.432068732930105,>21
Angelina,90437,48005,01-18-2021,1,25.432068732930105,>21
Angelina,90437,48005,01-19-2021,2,43.913758433258195,>40
Angelina,90437,48005,01-20-2021,3,43.913758433258195,>40
Aransas,27699,48007,03-16-2020,1,0.0,none
Aransas,27699,48007,03-17-2020,2,0.0,none
Aransas,27699,48007,03-18-2020,3,0.0,none
Aransas,27699,48007,03-19-2020,4,0.0,none
Aransas,27699,48007,03-20-2020,5,0.0,none
Aransas,27699,48007,03-21-2020,6,0.0,none
Aransas,27699,48007,03-22-2020,7,0.0,none
Aransas,27699,48007,03-23-2020,1,0.0,none
Aransas,27699,48007,03-24-2020,2,0.0,none
Aransas,27699,48007,03-25-2020,3,0.0,none
Aransas,27699,48007,03-26-2020,4,0.0,none
Aransas,27699,48007,03-27-2020,5,0.0,none
Aransas,27699,48007,03-28-2020,6,0.0,none
Aransas,27699,48007,03-29-2020,7,0.0,none
Aransas,27699,48007,03-30-2020,1,0.0,none
Aransas,27699,48007,03-31-2020,2,0.0,none
Aransas,27699,48007,04-01-2020,3,0.0,none
Aransas,27699,48007,04-02-2020,4,0.0,none
Aransas,27699,48007,04-03-2020,5,0.0,none
Aransas,27699,48007,04-04-2020,6,0.0,none
Aransas,27699,48007,04-05-2020,7,0.5157483766819844,>0
Aransas,27699,48007,04-06-2020,1,0.5157483766819844,>0
Aransas,27699,48007,04-07-2020,2,0.5157483766819844,>0
Aransas,27699,48007,04-08-2020,3,1.0314967533639687,>0
Aransas,27699,48007,04-09-2020,4,1.0314967533639687,>0
Aransas,27699,48007,04-10-2020,5,1.0314967533639687,>0
Aransas,27699,48007,04-11-2020,6,1.0314967533639687,>0
Aransas,27699,48007,04-12-2020,7,0.5157483766819844,>0
Aransas,27699,48007,04-13-2020,1,0.5157483766819844,>0
Aransas,27699,48007,04-14-2020,2,0.5157483766819844,>0
Aransas,27699,48007,04-15-2020,3,0.0,none
Aransas,27699,48007,04-16-2020,4,0.0,none
Aransas,27699,48007,04-17-2020,5,0.0,none
Aransas,27699,48007,04-18-2020,6,0.0,none
Aransas,27699,48007,04-19-2020,7,0.0,none
Aransas,27699,48007,04-20-2020,1,0.0,none
Aransas,27699,48007,04-21-2020,2,0.0,none
Aransas,27699,48007,04-22-2020,3,0.0,none
Aransas,27699,48007,04-23-2020,4,0.0,none
Aransas,27699,48007,04-24-2020,5,0.0,none
Aransas,27699,48007,04-25-2020,6,0.0,none
Aransas,27699,48007,04-26-2020,7,0.0,none
Aransas,27699,48007,04-27-2020,1,0.0,none
Aransas,27699,48007,04-28-2020,2,0.0,none
Aransas,27699,48007,04-29-2020,3,0.0,none
Aransas,27699,48007,04-30-2020,4,0.0,none
Aransas,27699,48007,05-01-2020,5,0.0,none
Aransas,27699,48007,05-02-2020,6,0.0,none
Aransas,27699,48007,05-03-2020,7,0.0,none
Aransas,27699,48007,05-04-2020,1,0.0,none
Aransas,27699,48007,05-05-2020,2,0.0,none
Aransas,27699,48007,05-06-2020,3,0.0,none
Aransas,27699,48007,05-07-2020,4,0.0,none
Aransas,27699,48007,05-08-2020,5,0.0,none
Aransas,27699,48007,05-09-2020,6,0.0,none
Aransas,27699,48007,05-10-2020,7,0.0,none
Aransas,27699,48007,05-11-2020,1,0.0,none
Aransas,27699,48007,05-12-2020,2,0.0,none
Aransas,27699,48007,05-13-2020,3,0.0,none
Aransas,27699,48007,05-14-2020,4,0.5157483766819844,>0
Aransas,27699,48007,05-15-2020,5,0.5157483766819844,>0
Aransas,27699,48007,05-16-2020,6,0.5157483766819844,>0
Aransas,27699,48007,05-17-2020,7,0.5157483766819844,>0
Aransas,27699,48007,05-18-2020,1,0.5157483766819844,>0
Aransas,27699,48007,05-19-2020,2,0.5157483766819844,>0
Aransas,27699,48007,05-20-2020,3,1.0314967533639687,>0
Aransas,27699,48007,05-21-2020,4,1.0314967533639687,>0
Aransas,27699,48007,05-22-2020,5,1.0314967533639687,>0
Aransas,27699,48007,05-23-2020,6,1.0314967533639687,>0
Aransas,27699,48007,05-24-2020,7,1.0314967533639687,>0
Aransas,27699,48007,05-25-2020,1,1.0314967533639687,>0
Aransas,27699,48007,05-26-2020,2,1.0314967533639687,>0
Aransas,27699,48007,05-27-2020,3,0.5157483766819844,>0
Aransas,27699,48007,05-28-2020,4,0.0,none
Aransas,27699,48007,05-29-2020,5,0.0,none
Aransas,27699,48007,05-30-2020,6,0.0,none
Aransas,27699,48007,05-31-2020,7,0.0,none
Aransas,27699,48007,06-01-2020,1,0.0,none
Aransas,27699,48007,06-02-2020,2,0.0,none
Aransas,27699,48007,06-03-2020,3,0.0,none
Aransas,27699,48007,06-04-2020,4,0.0,none
Aransas,27699,48007,06-05-2020,5,0.0,none
Aransas,27699,48007,06-06-2020,6,0.0,none
Aransas,27699,48007,06-07-2020,7,0.0,none
Aransas,27699,48007,06-08-2020,1,0.0,none
Aransas,27699,48007,06-09-2020,2,0.0,none
Aransas,27699,48007,06-10-2020,3,0.0,none
Aransas,27699,48007,06-11-2020,4,0.0,none
Aransas,27699,48007,06-12-2020,5,0.5157483766819844,>0
Aransas,27699,48007,06-13-2020,6,0.5157483766819844,>0
Aransas,27699,48007,06-14-2020,7,0.5157483766819844,>0
Aransas,27699,48007,06-15-2020,1,0.5157483766819844,>0
Aransas,27699,48007,06-16-2020,2,1.0314967533639687,>0
Aransas,27699,48007,06-17-2020,3,1.0314967533639687,>0
Aransas,27699,48007,06-18-2020,4,1.0314967533639687,>0
Aransas,27699,48007,06-19-2020,5,0.5157483766819844,>0
Aransas,27699,48007,06-20-2020,6,0.5157483766819844,>0
Aransas,27699,48007,06-21-2020,7,0.5157483766819844,>0
Aransas,27699,48007,06-22-2020,1,0.5157483766819844,>0
Aransas,27699,48007,06-23-2020,2,1.547245130045953,>0
Aransas,27699,48007,06-24-2020,3,1.547245130045953,>0
Aransas,27699,48007,06-25-2020,4,1.547245130045953,>0
Aransas,27699,48007,06-26-2020,5,2.578741883409922,>0
Aransas,27699,48007,06-27-2020,6,4.6417353901378595,>0
Aransas,27699,48007,06-28-2020,7,5.157483766819844,>5
Aransas,27699,48007,06-29-2020,1,6.704728896865797,>5
Aransas,27699,48007,06-30-2020,2,6.704728896865797,>5
Aransas,27699,48007,07-01-2020,3,7.220477273547782,>5
Aransas,27699,48007,07-02-2020,4,9.283470780275719,>5
Aransas,27699,48007,07-03-2020,5,9.799219156957703,>5
Aransas,27699,48007,07-04-2020,6,9.283470780275719,>5
Aransas,27699,48007,07-05-2020,7,9.283470780275719,>5
Aransas,27699,48007,07-06-2020,1,11.86221266368564,>10
Aransas,27699,48007,07-07-2020,2,10.830715910321672,>10
Aransas,27699,48007,07-08-2020,3,11.346464287003656,>10
Aransas,27699,48007,07-09-2020,4,10.830715910321672,>10
Aransas,27699,48007,07-10-2020,5,9.799219156957703,>5
Aransas,27699,48007,07-11-2020,6,8.25197402691175,>5
Aransas,27699,48007,07-12-2020,7,10.314967533639688,>10
Aransas,27699,48007,07-13-2020,1,6.704728896865797,>5
Aransas,27699,48007,07-14-2020,2,6.704728896865797,>5
Aransas,27699,48007,07-15-2020,3,9.799219156957703,>5
Aransas,27699,48007,07-16-2020,4,13.409457793731594,>10
Aransas,27699,48007,07-17-2020,5,15.988199677141516,>15
Aransas,27699,48007,07-18-2020,6,18.051193183869454,>15
Aransas,27699,48007,07-19-2020,7,18.566941560551438,>15
Aransas,27699,48007,07-20-2020,1,18.566941560551438,>15
Aransas,27699,48007,07-21-2020,2,25.271670457417233,>21
Aransas,27699,48007,07-22-2020,3,23.72442532737128,>21
Aransas,27699,48007,07-23-2020,4,20.11418669059739,>15
Aransas,27699,48007,07-24-2020,5,18.051193183869454,>15
Aransas,27699,48007,07-25-2020,6,19.598438313915405,>15
Aransas,27699,48007,07-26-2020,7,18.051193183869454,>15
Aransas,27699,48007,07-27-2020,1,20.11418669059739,>15
Aransas,27699,48007,07-28-2020,2,14.956702923777549,>10
Aransas,27699,48007,07-29-2020,3,12.89370941704961,>10
Aransas,27699,48007,07-30-2020,4,18.051193183869454,>15
Aransas,27699,48007,07-31-2020,5,19.08268993723342,>15
Aransas,27699,48007,08-01-2020,6,15.47245130045953,>15
Aransas,27699,48007,08-02-2020,7,15.988199677141516,>15
Aransas,27699,48007,08-03-2020,1,13.925206170413578,>10
Aransas,27699,48007,08-04-2020,2,11.86221266368564,>10
Aransas,27699,48007,08-05-2020,3,13.409457793731594,>10
Aransas,27699,48007,08-06-2020,4,8.25197402691175,>5
Aransas,27699,48007,08-07-2020,5,8.25197402691175,>5
Aransas,27699,48007,08-08-2020,6,9.799219156957703,>5
Aransas,27699,48007,08-09-2020,7,8.25197402691175,>5
Aransas,27699,48007,08-10-2020,1,9.799219156957703,>5
Aransas,27699,48007,08-11-2020,2,12.377961040367625,>10
Aransas,27699,48007,08-12-2020,3,10.830715910321672,>10
Aransas,27699,48007,08-13-2020,4,9.283470780275719,>5
Aransas,27699,48007,08-14-2020,5,8.767722403593734,>5
Aransas,27699,48007,08-15-2020,6,7.220477273547782,>5
Aransas,27699,48007,08-16-2020,7,7.220477273547782,>5
Aransas,27699,48007,08-17-2020,1,5.157483766819844,>5
Aransas,27699,48007,08-18-2020,2,4.125987013455875,>0
Aransas,27699,48007,08-19-2020,3,3.610238636773891,>0
Aransas,27699,48007,08-20-2020,4,3.610238636773891,>0
Aransas,27699,48007,08-21-2020,5,4.125987013455875,>0
Aransas,27699,48007,08-22-2020,6,5.673232143501828,>5
Aransas,27699,48007,08-23-2020,7,5.157483766819844,>5
Aransas,27699,48007,08-24-2020,1,5.673232143501828,>5
Aransas,27699,48007,08-25-2020,2,4.125987013455875,>0
Aransas,27699,48007,08-26-2020,3,4.125987013455875,>0
Aransas,27699,48007,08-27-2020,4,4.125987013455875,>0
Aransas,27699,48007,08-28-2020,5,7.220477273547782,>5
Aransas,27699,48007,08-29-2020,6,5.673232143501828,>5
Aransas,27699,48007,08-30-2020,7,6.704728896865797,>5
Aransas,27699,48007,08-31-2020,1,7.220477273547782,>5
Aransas,27699,48007,09-01-2020,2,7.220477273547782,>5
Aransas,27699,48007,09-02-2020,3,9.799219156957703,>5
Aransas,27699,48007,09-03-2020,4,8.767722403593734,>5
Aransas,27699,48007,09-04-2020,5,43.83861201796867,>40
Aransas,27699,48007,09-05-2020,6,44.87010877133264,>40
Aransas,27699,48007,09-06-2020,7,43.83861201796867,>40
Aransas,27699,48007,09-07-2020,1,44.354360394650655,>40
Aransas,27699,48007,09-08-2020,2,44.354360394650655,>40
Aransas,27699,48007,09-09-2020,3,41.77561851124073,>40
Aransas,27699,48007,09-10-2020,4,43.32286364128669,>40
Aransas,27699,48007,09-11-2020,5,3.094490260091906,>0
Aransas,27699,48007,09-12-2020,6,3.610238636773891,>0
Aransas,27699,48007,09-13-2020,7,3.610238636773891,>0
Aransas,27699,48007,09-14-2020,1,2.0629935067279375,>0
Aransas,27699,48007,09-15-2020,2,2.0629935067279375,>0
Aransas,27699,48007,09-16-2020,3,4.6417353901378595,>0
Aransas,27699,48007,09-17-2020,4,4.6417353901378595,>0
Aransas,27699,48007,09-18-2020,5,5.673232143501828,>5
Aransas,27699,48007,09-19-2020,6,7.220477273547782,>5
Aransas,27699,48007,09-20-2020,7,7.220477273547782,>5
Aransas,27699,48007,09-21-2020,1,8.767722403593734,>5
Aransas,27699,48007,09-22-2020,2,9.283470780275719,>5
Aransas,27699,48007,09-23-2020,3,6.704728896865797,>5
Aransas,27699,48007,09-24-2020,4,7.220477273547782,>5
Aransas,27699,48007,09-25-2020,5,6.188980520183812,>5
Aransas,27699,48007,09-26-2020,6,3.610238636773891,>0
Aransas,27699,48007,09-27-2020,7,3.610238636773891,>0
Aransas,27699,48007,09-28-2020,1,2.0629935067279375,>0
Aransas,27699,48007,09-29-2020,2,1.547245130045953,>0
Aransas,27699,48007,09-30-2020,3,1.547245130045953,>0
Aransas,27699,48007,10-01-2020,4,0.5157483766819844,>0
Aransas,27699,48007,10-02-2020,5,0.5157483766819844,>0
Aransas,27699,48007,10-03-2020,6,6.188980520183812,>5
Aransas,27699,48007,10-04-2020,7,6.188980520183812,>5
Aransas,27699,48007,10-05-2020,1,6.188980520183812,>5
Aransas,27699,48007,10-06-2020,2,6.188980520183812,>5
Aransas,27699,48007,10-07-2020,3,6.188980520183812,>5
Aransas,27699,48007,10-08-2020,4,6.188980520183812,>5
Aransas,27699,48007,10-09-2020,5,6.188980520183812,>5
Aransas,27699,48007,10-10-2020,6,0.0,none
Aransas,27699,48007,10-11-2020,7,0.0,none
Aransas,27699,48007,10-12-2020,1,0.0,none
Aransas,27699,48007,10-13-2020,2,2.578741883409922,>0
Aransas,27699,48007,10-14-2020,3,2.578741883409922,>0
Aransas,27699,48007,10-15-2020,4,2.578741883409922,>0
Aransas,27699,48007,10-16-2020,5,2.578741883409922,>0
Aransas,27699,48007,10-17-2020,6,3.094490260091906,>0
Aransas,27699,48007,10-18-2020,7,3.094490260091906,>0
Aransas,27699,48007,10-19-2020,1,3.094490260091906,>0
Aransas,27699,48007,10-20-2020,2,0.0,none
Aransas,27699,48007,10-21-2020,3,0.0,none
Aransas,27699,48007,10-22-2020,4,0.0,none
Aransas,27699,48007,10-23-2020,5,2.578741883409922,>0
